,text_review,tag,bin_tag,num_upper,text_pos,num_tokens
197,this is a nice heavy duty well built extension cable i bought it because my ath-m fifty have a bulky jack on them and i could not plug them into my s4 with the case on our my ipad with its case on this extension had nice slim metal connectors that squeeze right in between the case perfectly also the jacket on the cable is quite beefy not sure of the gauge of wire underneath but it makes it feel all the more sturdy,2.0,1.0,0,DT VBZ DT JJ JJ NN RB VBN NN NN FW VBD PRP IN PRP$ NN CD VBP DT JJ NN IN PRP CC FW MD RB VB PRP IN PRP$ NN IN DT NN IN PRP$ PRP$ NN IN PRP$ NN IN DT NN VBD JJ JJ NN NNS WDT VBP RB IN IN DT NN RB RB DT NN IN DT NN VBZ RB JJ RB JJ IN DT NN IN NN IN CC PRP VBZ PRP VB PDT DT RBR JJ,84
198,return of saturn is by far the best work that no doubt has put out they have come a long way from their self titled cd back in the eighty s and have proven that they can make it despite all the hype the lyrics are addicting and the beat will keep you humming all day long each song has a powerful message about an everyday occurence in life and the guitars trombone and drums are incredible making up an amazing sound gwen stefani's vocals really top it off with her array of a pitch and her classy style of presenting herself this is a must have for anybody intrested in ska or rock or any of the like no doubt is definatly in a category of their own,3.0,1.0,0,NN IN NN VBZ IN RB DT JJS NN IN DT NN VBZ VBN RP PRP VBP VBN DT JJ NN IN PRP$ NN VBN NN RB IN DT CD NNS CC VBP VBN IN PRP MD VB PRP IN PDT DT NN DT NNS VBP JJ CC DT NN MD VB PRP VBG DT NN RB DT NN VBZ DT JJ NN IN DT JJ NN IN NN CC DT NNS NN CC NNS VBP JJ VBG RP DT JJ NN NN NN POS NNS RB JJ PRP RP IN PRP$ NN IN DT NN CC PRP$ JJ NN IN VBG PRP DT VBZ DT MD VB IN NN VBN IN NN CC NN CC DT IN DT IN DT NN VBZ RB IN DT NN IN PRP$ JJ,129
199,the toy lasted about ten secs it was broken when arrived one of the propellers did not work,1.0,0.0,0,DT NN VBD RB CD NNS PRP VBD VBN WRB VBN CD IN DT NNS VBD RB VB,18
200,uplifting music,1.0,0.0,0,JJ NN,2
201,i really love it and my floors finally feel clean i do not mind walking around the house now without shoes i love that i dont have to sweep then mop because does that dust pan line ever really go away and with mopping i always kinda felt like i was just pushing the dirt around my only gripe is that sometimes over simple spots on the floor that would come right up with a mop you have to go over a few times with this also sometimes mine will leave a little spot of dirty water on the floor after i have turned it off when i am done using it thats only happened twice though and i have used it a lot i actually feel like my floors are finally clean i never really felt like with mopping i was getting everything but this works great leaves the floors squeaky clean,2.0,1.0,1,LS RB VBP PRP CC PRP$ NNS RB VBP JJ FW VBP RB VB VBG IN DT NN RB IN NNS FW VBP IN FW FW VBP TO NN RB VB RB VBZ IN NN NN NN RB RB VB RB CC IN VBG FW RB VBP VBN IN FW VBD RB VBG DT NN IN PRP$ JJ NN VBZ IN RB IN JJ NNS IN DT NN WDT MD VB RB RP IN DT VB PRP VBP TO VB IN DT JJ NNS IN DT RB RB PRP MD VB DT JJ NN IN JJ NN IN DT NN IN FW VBP VBN PRP RP WRB FW VBP VBN VBG PRP VBZ RB VBN RB RB CC FW VBP VBN PRP DT NN FW RB VBP IN PRP$ NNS VBP RB JJ FW RB RB VBD IN IN VBG FW VBD VBG NN CC DT VBZ JJ VBZ DT NNS RB JJ,153
202,not as thick or absorbent as my other brand but do what i ask of them cannot vouch for durability,2.0,1.0,0,RB IN JJ CC JJ IN PRP$ JJ NN CC VBP WP FW VB IN PRP MD RB VB IN NN,20
203,i luv snoopy and luv reading so both of them combined is great it is very cute and i sturdy,1.0,0.0,0,LS NN NN CC NN NN IN DT IN PRP VBN VBZ JJ PRP VBZ RB JJ CC FW JJ,20
204,great,0.0,0.0,0,JJ,1
205,feels good but after some use the red elastic is starting to break down i have been using it as an everyday wallet for about six months now there is this part under the red elastic that acts like a grip so nothing slips off like cash this clear grip thing is almost completely gone after using it constantly for about a month,3.0,1.0,0,VBZ JJ CC IN DT VBP DT JJ JJ VBZ VBG TO VB RP FW VBP VBN VBG PRP IN DT JJ NN IN IN CD NNS RB EX VBZ DT NN IN DT JJ JJ IN VBZ IN DT NN RB NN VBZ RP IN NN DT JJ NN NN VBZ RB RB VBN IN VBG PRP RB IN IN DT NN,63
206,this is what my brother needed to use his kinect and he did not know what to look for and i did and for a great price,1.0,0.0,0,DT VBZ WP PRP$ NN VBN TO VB PRP$ NN CC PRP VBD RB VB WP TO VB IN CC FW VBD CC IN DT JJ NN,27
207,did not last very long my eleven year old wore the seams out within a few months ..,1.0,0.0,0,VBD RB JJ RB JJ PRP$ NNS NN JJ VBD DT NNS IN IN DT JJ NNS .,18
208,fantastic gear lenses are super clear spent a week at the beach and never squinted once my eyes are happy,2.0,1.0,0,JJ NN NNS VBP JJ JJ VBD DT NN IN DT NN CC RB VBD RB PRP$ NNS VBP JJ,20
209,for those that say it sucks stop saying it sucks it is awesome sorry about that but anyway this gun game is great u can shoot cops as you try to escape the jail.the cops have batons and pistols.the ones with batons beat u to death.the ones with the pistols shoot u to death.the portal sometimes does glitch on me but it is nothing to be mad about.so get this game and rate it five stars.if u like my comment please tell me.again for those who say it sucks stop saying that it sucks,0.0,0.0,12,IN DT WDT VBP PRP VBZ NN VBG PRP VBZ PRP VBZ JJ JJ IN DT CC RB DT NN NN VBZ JJ NN MD VB NNS IN PRP VBP TO VB DT NN NNS VBP NNS CC JJ NNS IN NNS VBP NN TO VB NNS IN DT NNS VBP NN TO VB NN RB VBZ NN IN PRP CC PRP VBZ NN TO VB JJ NN VB DT NN CC NN PRP CD NN NN IN PRP$ NN VB VB NN IN DT WP VBP PRP VBZ NN VBG IN PRP VBZ,94
210,these exceeded my every hopeful expectation i always wear these without socks and i wore them every day while on vacation in north carolina walking around town hiking in the woods and even playing golf one day i had my lowest score in years coincidence i do not think so i am ordering another pair,1.0,0.0,0,DT VBD PRP$ DT JJ NN FW RB VB DT IN NNS CC FW VBD PRP DT NN IN IN NN IN NN NNS VBG IN NN NN IN DT NNS CC RB VBG NN CD NN FW VBD PRP$ JJS NN IN NNS NN FW VBP RB VB RB FW VBP VBG DT NN,55
211,shiny earrings that show off well i just wish the posts were bigger i feel the posts do not hold the earring in place as well as they should,2.0,1.0,0,JJ NNS WDT VBP RP RB FW RB VB DT NNS VBD JJR FW VBP DT NNS VBP RB VB DT NN IN NN RB RB IN PRP MD,29
212,there was difference in tote dimensions in comparison to the one sells at macys,1.0,0.0,0,EX VBD NN IN VB NNS IN NN TO DT CD VBZ IN NNS,14
213,the technician spent forty-five minutes trying to help me but could not resolve it he said there must be something wrong with my computer there was nothing wrong i gave up and bought mcafee which worked with no problemssteve c,0.0,0.0,1,DT NN VBD CD NNS VBG TO VB PRP CC MD RB VB PRP PRP VBD EX MD VB NN JJ IN PRP$ NN EX VBD NN JJ FW VBD RP CC VBD NN WDT VBD IN DT NN NN,40
214,so far i love this seat it even fits nicely onmy jetta the only reason i did not give it five stars is because of the chest clip it is very difficult to open if there was an emergency it would b a big problem,1.0,0.0,0,RB RB FW VBP DT NN PRP RB VBZ RB JJ NN DT JJ NN FW VBD RB VB PRP CD NNS VBZ IN IN DT NN VB PRP VBZ RB JJ TO VB IN EX VBD DT NN PRP MD SYM DT JJ NN,45
215,got two of these one had a strong motor the other one weaker one died after a few uses could not get it to work kids love it and very entertaining but quality is spotty,2.0,1.0,0,VBD CD IN DT CD VBD DT JJ NN DT JJ CD JJR CD VBD IN DT JJ NNS MD RB VB PRP TO VB NNS VBP PRP CC RB JJ CC NN VBZ JJ,35
216,good value for the shoes fit was correct laces are almost too short my eleven year old son uses them for everyday activities as well as for skateboarding and they hold the foot and the ground well,2.0,1.0,0,JJ NN IN DT NNS VBP VBD JJ NNS VBP RB RB JJ PRP$ NNS NN JJ NN VBZ PRP IN JJ NNS RB RB IN IN NNP CC PRP VBP DT NN CC DT NN RB,37
217,very good product no false alarms at all so far and the sound monitor is cristal clear no statics no noise just perfect the parent monitor has a moving image tha shows the baby is breathing which is very reasuring when you wake up in the middle of the night to check on your baby i would suggest to the manufacturer of the product that the parent monitor could show the temperature also in celsius and that the parent monitor could have a clock very useful to quickly check the time when your baby wakes crying during the night it is quite heavy to take on the go but overall it is an excellent product would highly recommend it,3.0,1.0,0,RB JJ NN DT JJ NNS IN DT RB RB CC DT JJ NN VBZ JJ JJ DT NNS DT NN RB JJ DT NN NN VBZ DT VBG NN NN VBZ DT NN VBZ VBG WDT VBZ RB NN WRB PRP VBP RP IN DT NN IN DT NN TO VB IN PRP$ NN FW MD VB TO DT NN IN DT NN IN DT NN NN MD VB DT NN RB IN NNS CC IN DT NN NN MD VB DT NN RB JJ TO RB VB DT NN WRB PRP$ NN VBZ VBG IN DT NN PRP VBZ RB JJ TO VB RP DT NN CC JJ PRP VBZ DT JJ NN MD RB VB PRP,119
218,my jagged path to ubuntu ... i am not a professional developer nor am i that linux savvy before this distribution i have only had some minor linux experience trying to install off floppy disks which the build could not read my modem so i trashed that idea and went back to windows.flash forward a dozen years my heap of a desktop that was almost as old as my daughter took a dump on me since this was my only means of computing at the time i formatted and reinstalled xp off the disk i had for years i came to realize that it did not have any of the drivers for my ethernet card and i could not get online rather than steal someone else's laptop to burn drivers i figured i would give linux one more shot since it has gotten better over the years i ordered this set with my phone since the price was fair.like the low rated review i thought this was a four dvd install but i am not that disappointed that it is not what you really get is a thirty-two bit dvd sixty-four bit dvd a intro to linux dvd and a library dvd obviously i do not need both install disks but i may use the sixty-four bit on my laptop we just got.my ubuntu review i am currently running it on an old dell with five hundred and twelve mb ram connected to a forty-seven vizio internet tv for a monitor yeah i do weird things like this i wanted a pc to net around with and stream content on my tv the install went very smoothly and ubuntu actually found everything on my computer with no issues mint linux could not find my sound card the programs i use for general stuff were already installed or they could be found on the file network and installed easily enough so everything made the transition easier to linux i am still getting used to the feel but overall it is not a bad alternative i looked through some other distros of linux and found some kde builds that are more like windows but they require ram i do not have in the end ubuntu offered the best environment to use given my resources.if you are new to linux and want to jump in this is a good start i had it up and running in no time and can do just about anything i did with windows visually it is not as pretty as the kde builds like fedora and the feel is like windows 3.1 but it is growing on me.if you are wanting to try different distros you can download them and burn the iso to disk yourself and save money anyone with an average idea on computers can do this.download iso fileburn image to diskboot from cd dvd to install many have a try it feature i would suggest playing around on an old pc first so you do not mess up data and keep you are real one handy just in case you need to reburn or look at info.hope this helps.don t be afraid of change look around and familiarize yourself then step right in,3.0,1.0,8,PRP$ JJ NN TO VB : FW VBP RB DT JJ NN CC VBP FW WDT NN NN IN DT NN FW VBP RB VBD DT JJ NN NN VBG TO VB RP JJ NNS WDT DT VBP MD RB VB PRP$ NN IN FW VBD IN NN CC VBD RB TO JJ RB DT NN NNS PRP$ NN IN DT NN WDT VBD RB IN JJ IN PRP$ NN VBD DT NN IN PRP IN DT VBD PRP$ JJ NNS IN NN IN DT NN FW VBN CC VBN NN IN DT NN FW VBD IN NNS FW VBD TO VB IN PRP VBD RB VB DT IN DT NNS IN PRP$ NN NN CC FW MD RB VB JJ RB IN VB NN RB POS NN TO VB NNS FW VBD FW MD VB NN CD JJR NN IN PRP VBZ VBN RB IN DT NNS FW VBN DT VBN IN PRP$ NN IN DT NN VBD JJ DT JJ VBN NN FW VBD DT VBD DT CD NN VB CC FW VBP RB IN JJ IN PRP VBZ RB WP PRP RB VBP VBZ DT CD NN NN CD NN VBD DT NN TO NN NN CC DT NN NN RB FW VBP RB VB CC VB NNS CC FW MD VB DT CD NN IN PRP$ NN PRP RB JJ NN NN FW VBP RB VBG PRP IN DT JJ NN IN CD CD CC CD NN NN VBN TO DT CD NN NN NN IN DT NN NN FW VBP JJ NNS IN DT FW VBD DT NN TO JJ IN IN CC NN NN IN PRP$ NN DT VB VBD RB RB CC NN RB VBD NN IN PRP$ NN IN DT NNS NN NN MD RB VB PRP$ JJ NN DT NNS FW NN IN JJ NN VBD RB VBN CC PRP MD VB VBN IN DT NN NN CC VBN RB RB RB NN VBD DT NN JJR TO VB FW VBP RB VBG VBN TO DT NN CC JJ PRP VBZ RB DT JJ JJ FW VBD IN DT JJ NNS IN NN CC VBD DT NN VBZ DT VBP RBR IN NNS CC PRP VBP NN FW VBP RB VB IN DT NN NN VBD DT JJS NN TO VB VBN PRP$ NN PRP VBP JJ TO NN CC VBP TO VB IN DT VBZ DT JJ NN FW VBD PRP RP CC VBG IN DT NN CC MD VB RB IN NN FW VBD IN NNS RB PRP VBZ RB IN RB IN DT NN VBZ IN NN CC DT NN VBZ IN NNS CD CC PRP VBZ VBG IN NN PRP VBP VBG TO VB JJ NNS PRP MD VB PRP CC VBP DT NN TO NN PRP CC VB NN NN IN DT JJ NN IN NNS MD VB JJ NN NN NN TO JJ IN NN NN TO VB JJ VBP DT NN PRP VBP FW MD VB VBG IN IN DT JJ NN RB RB PRP VBP RB NN RP NNS CC VB PRP VBP JJ CD JJ RB IN NN PRP VBP TO VB CC VB IN NN DT JJ NN VB JJ IN NN VBP IN CC VB PRP RB VB RB IN,539
219,wow this icon ntv forty blk bag seems well constructed water resistant padded very durable and high quality i kept thinking that it should have been selling for 21.99 or more not 1.99 see the six photos i uploaded by clicking on the customer images link just below the main picture of the bag starting from the outside of the bag the dimensions are about seven high six wide and five 3/4 deep there is a padded carrying handle on the top plus a detachable shoulder strap there is a web pocket on each side of the bag and a large belt loop on the rear of the bag possibly a monopod or a small tripod could be carried in this loop there is also a small loop on each of the back two corners in the rear view picture that i uploaded you can see a blue carabiner that i inserted into one of the loops the front flap has a small zipper pocket about four 3/4 wide by three 1/4 high i inserted a usb cable into the pocket for the picture the front flap is held down by an adjustable travato side release buckle opening the travato buckle you will see a zippered front pocket that is about four 3/4 high five 1/4 wide and one 1/2 deep the picture i uploaded shows my charging cable in this pocket plus a couple other items within this pocket are two small compartments for carrying items such as memory cards a filter etc unzip the main compartment and you will a divider held in place by velcro that can be moved or removed the main compartment is about six 1/2 high five wide and three 1/2 in depth i put my in there and had a little room to spare note that a couple of the stock photos have a light green hue but it is just the lighting the bag is black and gray overall i am quite impressed with the bag and recommend it with a five star rating,3.0,1.0,3,NN DT NN NN CD NN NN VBZ RB VBN NN JJ JJ RB JJ CC JJ NN FW VBD VBG IN PRP MD VB VBN VBG IN CD CC JJR RB CD VBP DT CD NNS LS VBN IN VBG IN DT NN NNS VBP RB IN DT JJ NN IN DT NN VBG IN DT NN IN DT NN DT NNS VBP IN CD JJ CD JJ CC CD CD JJ EX VBZ DT JJ VBG VB IN DT JJ CC DT JJ NN NN EX VBZ DT NN NN IN DT NN IN DT NN CC DT JJ NN NN IN DT NN IN DT NN RB DT NN CC DT JJ NN MD VB VBN IN DT NN EX VBZ RB DT JJ NN IN DT IN DT JJ CD NNS IN DT JJ NN NN WDT FW FW PRP MD VB DT JJ NN WDT FW VBN IN CD IN DT NNS DT JJ NN VBZ DT JJ NN NN IN CD CD JJ IN CD CD JJ FW VBN DT NN NN IN DT NN IN DT NN DT JJ NN VBZ VBN RP IN DT JJ NN NN NN NN VBG DT NN NN PRP MD VB DT JJ NN NN WDT VBZ IN CD CD JJ CD CD JJ CC CD CD JJ DT NN FW FW VBZ PRP$ VBG NN IN DT NN CC DT NN JJ NNS IN DT NN VBP CD JJ NNS IN VBG NNS JJ IN NN NNS DT NN FW VBP DT JJ NN CC PRP MD DT NN VBN IN NN IN NN WDT MD VB VBN CC VBN DT JJ NN VBZ IN CD CD JJ CD JJ CC CD CD IN NN FW VB PRP$ IN EX CC VBD DT JJ NN TO JJ NN IN DT NN IN DT NN NNS VBP DT JJ JJ NN CC PRP VBZ RB DT VBG DT NN VBZ JJ CC JJ JJ FW VBP RB JJ IN DT NN CC VB PRP IN DT CD NN NN,342
220,rip off for the money,0.0,0.0,0,VB RP IN DT NN,5
221,used this for halloween obviously certain sounds are better than others and some are louder there are a lot of sounds to choose from so if one is not scary enough try the next one and it may just be what you are looking for,2.0,1.0,0,VBN DT IN NN RB JJ NNS VBP JJR IN NNS CC DT VBP RBR EX VBP DT NN IN NNS TO VB IN RB IN CD VBZ RB JJ JJ VBP DT JJ CD CC PRP MD RB VB WP PRP VBP VBG IN,45
222,no-drama upgrade of a three year old white plastic macbook from the original tiger os took about an hour i would have followed the legitimate upgrade path if apple or amazon could have simplified it a little very few noticeable changes the macbook was rock-stable before and it is rock-stable now there are more choices when you open a folder on the dock the additional desktops is a nice feature some programs require leopard so it is useful to have apparently much has been improved under the hood but in typical apple fashion we can just enjoy a well-made product and get on with what we really want to do,3.0,1.0,1,NN NN IN DT CD NN JJ JJ NN NN IN DT JJ NN NNS VBD RB DT NN FW MD VB VBN DT JJ NN NN IN NN CC NN MD VB VBN PRP DT JJ RB JJ JJ NNS DT NN VBD JJ IN CC PRP VBZ JJ RB EX VBP RBR NNS WRB PRP VBP DT NN IN DT NN DT JJ NNS VBZ DT JJ NN DT NNS VBP NN IN PRP VBZ JJ TO VB RB RB VBZ VBN VBN IN DT NN CC IN JJ NN NN PRP MD RB VB DT JJ NN CC VB IN IN WP PRP RB VBP TO VB,110
223,5th year using this product absolutely love it best value for the money turbo tax could not even come close in cost comparison i have ust tt and it was not as good as this product imho,2.0,1.0,2,JJ NN VBG DT NN RB VBP PRP JJS NN IN DT NN NN NN MD RB RB VB RB IN NN NN FW VBP NN NN CC PRP VBD RB RB JJ IN DT NN NN,37
224,my wife loves these slippers and she now owns two pairs loves them,1.0,0.0,0,PRP$ NN VBZ DT NNS CC PRP RB VBZ CD NNS VBZ PRP,13
225,these are well made and very pretty a great pair for a very reasonable price if you are on the fence about these waver no more,2.0,1.0,1,DT VBP RB VBN CC RB RB DT JJ NN IN DT RB JJ NN IN PRP VBP IN DT NN IN DT VBP DT JJR,26
226,excelente,0.0,0.0,0,FW,1
227,i bought these primarily as a novelty item they are very realistic and a good conversation piece i was surprised how well they adhered and made a good bandage when used on a cut a little pricey but i was pleased with them,2.0,1.0,1,LS VBD DT RB IN DT NN NN PRP VBP RB JJ CC DT JJ NN NN FW VBD JJ WRB RB PRP VBD CC VBD DT JJ NN WRB VBN IN DT NN DT JJ JJ CC FW VBD VBN IN PRP,43
228,cute,0.0,0.0,0,JJ,1
229,bought this a while ago and literally had it on my phone for just about two weeks it got dirty so fast and the material just started to come apart it is a good price but it is not even worth it in the end move on next pass,2.0,1.0,0,VBN DT DT NN RB CC RB VBD PRP IN PRP$ NN IN RB IN CD NNS PRP VBD JJ RB RB CC DT NN RB VBD TO VB RB PRP VBZ DT JJ NN CC PRP VBZ RB RB IN PRP IN DT NN NN IN JJ NN,49
230,this case easily holds a dozen thomas the train cars your tot can fill it with their special train cars then with help .. close the latches then even small fingers can grab the handle and be on to their next adventure,1.0,0.0,41,DT NN RB VBZ DT NN VBZ DT NN NNS PRP$ NN MD VB PRP IN PRP$ JJ NN NNS RB IN NN .,42
231,it seems funny how something so simple can turn out so difficult i bought a couple of these different brands from other sellers thinking that they are so simple they had to work they did not so now i have bought two of these anker and both are perfect that is a big deal something that does what it is supposed to do also the seller and contacted me three times to be sure i am satisfied fantastic the only multi charge device i would or could recommend,1.0,0.0,0,PRP VBZ JJ WRB NN RB JJ MD VB RP RB JJ FW VBD DT NN IN DT JJ NNS IN JJ NNS VBG IN PRP VBP RB JJ PRP VBD TO VB PRP VBD RB RB RB FW VBP VBN CD IN DT NN CC DT VBP JJ DT VBZ DT JJ NN NN WDT VBZ WP PRP VBZ VBN TO VB RB DT NN CC VBD PRP CD NNS TO VB JJ FW VBP JJ JJ DT JJ NNS VBP NN FW MD CC MD VB,88
232,this item is great i had not expected it to actually work but i took a chance on buying it and i ended up fitting all of my stuffed animals into it and its awesome having them all contained and up out of the way it was easy to put up and trust me ... it holds a lot of stuffed animals ... large and small,2.0,1.0,0,DT NN VBZ JJ FW VBD RB VBN PRP TO RB VB CC FW VBD DT NN IN VBG PRP CC FW VBN RP JJ DT IN PRP$ VBN NNS IN PRP CC PRP$ JJ VBG PRP DT VBD CC RB IN IN DT NN PRP VBD JJ TO VB RP CC VB PRP : PRP VBZ DT NN IN VBN NNS : JJ CC JJ,66
233,my air conditioner was out of service and florida is very humid to top it off i have a salt water and fresh water fish tank in which water that evaporates has nowhere to go i needed this product in the mean time i get my a c serviced well the humidity levels in the bedroom dropped from eighty-two to seventy in about two days which is pretty good considering it is a medium sized bedroom i fixed the a c and humidity levels dropped to sixty having the eva-dry turned off as soon as i turned it on it dropped to about fifty-two even having my a c working i still use the eva-dry to save some money on my energy bill and at the same time getting rid of humidity i really like this product for it is efficiency size and quietness this product can only be found in amazon.com so if you are looking for a small dehumidifier for a small or medium room this is the one for you,3.0,1.0,6,PRP$ NN NN VBD IN IN NN CC NN VBZ RB JJ TO VB PRP RP FW VBP DT NN NN CC JJ NN NN NN IN WDT NN WDT VBZ VBZ RB TO VB FW VBN DT NN IN DT JJ NN FW VB PRP$ DT NN VBD RB DT NN NNS IN DT NN VBD IN CD TO CD IN IN CD NNS WDT VBZ RB JJ VBG PRP VBZ DT NN VBN NN FW VBN DT DT NN CC NN NNS VBD TO CD VBG DT NN VBD RP RB RB IN FW VBD PRP IN PRP VBD TO IN CD RB VBG PRP$ DT NN VBG FW RB VB DT NN TO VB DT NN IN PRP$ NN NN CC IN DT JJ NN VBG JJ IN NN FW RB IN DT NN IN PRP VBZ NN NN CC NN DT NN MD RB VB VBN IN NNP RB IN PRP VBP VBG IN DT JJ NN IN DT JJ CC JJ NN DT VBZ DT CD IN PRP,173
234,i was disappointed in this item i thought they would have some shape to them but the were floppy and not as cute at the picture,2.0,1.0,0,LS VBD VBN IN DT NN FW VBN PRP MD VB DT NN TO PRP CC DT VBD JJ CC RB IN JJ IN DT NN,26
235,hubby loves them,1.0,0.0,0,JJ VBZ PRP,3
236,was not sure if i even needed a stylus for new ipad two so glad i bought these they have the slim design of a cross pen works terrific as stylus and love the fact that i can jot down my notes without switching instruments highly recommend,2.0,1.0,0,VBD RB JJ IN FW RB VBN DT NN IN JJ NN CD RB JJ FW VBD DT PRP VBP DT JJ NN IN DT NN NN VBZ JJ IN NN CC VBP DT NN IN FW MD VB RP PRP$ NNS IN NN NNS RB VB,47
237,i was very impressed with these earrings very pretty good quality easy to manipulate when putting on and taking off,2.0,1.0,0,LS VBD RB JJ IN DT NNS RB RB JJ NN JJ TO VB WRB VBG RP CC VBG RP,20
238,this is a great camcorder i had a sony hi eight camcorder which stopped working and the nice thing about these digital eight s from sony is that there is backward compatibility on the old formats.lot s of excellent features but you pay for it in weight and battery use the four screen is excellent and if you have kids its nice to show them with sound what you just captured the color viewfinder also works great if you are used to using that as i am from my old hi eight camcorder it also saves on battery usage if you use that instead of the four screen.from a battery standpoint you really need the 8hour or more batteries that are sold seperately or you will be recharging all the time the 8hr sony battery lasts about five hours on this camcorder i highly recommend you buy sony batteries as they have a chip on the battery which lets the camcorder read how much power is left that feature is great i wish that amazon had better rates on this camcorder though i bought it at another site on the web for about ... yes new they also had it in stock whereas amazon seems to have problems keeping some of the different camcorders in stock ...,3.0,1.0,1,DT VBZ DT JJ NN FW VBD DT NN UH CD NN WDT VBD VBG CC DT JJ NN IN DT JJ CD NNS IN NN VBZ IN EX VBZ RB NN IN DT JJ NN NNS IN JJ NNS CC PRP VBP IN PRP IN NN CC NN VBP DT CD NN VBZ JJ CC IN PRP VBP NNS PRP$ JJ TO VB PRP IN NN WP PRP RB VBD DT NN NN RB VBZ JJ IN PRP VBP VBN TO VBG IN IN FW VBP IN PRP$ JJ UH CD NN PRP RB VBZ IN NN NN IN PRP VBP IN RB IN DT CD NN DT NN NN PRP RB VBP DT NN CC JJR NNS WDT VBP VBN RB CC PRP MD VB VBG PDT DT NN DT CD NN NN NN VBZ IN CD NNS IN DT NN FW RB VB PRP VB NN NNS IN PRP VBP DT NN IN DT NN WDT VBZ DT NN VBD WRB JJ NN VBZ VBN IN NN VBZ JJ FW NN IN NN VBD JJR NNS IN DT NN IN FW VBD PRP IN DT NN IN DT NN IN IN : UH JJ PRP RB VBD PRP IN NN IN NN VBZ TO VB NNS VBG DT IN DT JJ NNS IN NN :,217
239,awesome product for for my crafting,1.0,0.0,0,JJ NN IN IN PRP$ VBG,6
240,a awesome works like a charm i love it,1.0,0.0,1,DT JJ NNS IN DT NN FW VBP PRP,9
241,just got it in today have to admit its exactly what i thought it would be and its cool i had a screen protector for my psp before and it sucked because no matter what you did it always had bubbles in the middle this one warns you about that but i put it on three or four different ways and only had maybe one bubble and it got pressed out just fine the only thing i do not really like about the front screen is that the edges will not press down around the buttons and sides it is not a big deal to me though.the back screen is slightly and i mean slightly smalled than the back screen but i think it protects enough to not worry about it that went on easier than any screen protector i have ever had even my phone basically both screen protectors have three layers a bottom layer you peel off so you can stick it the actual protector then a top layer to help it stay flat and so you do not scratch anything when you are pushing out the bubbles this top layer peels off after you are done as for the cases well the vita case is really nice the outer cloth might get warn fast but the case itself is really hard and inside it fits the vita absolutely perfectly it has to straps plus its snug so the vita will not move at all i do not think the net on the top lets anything in it hit the vita either the games case is the only real cheap thing in the package its just a cheap little plastic case but it holds eight games and two memory cards i just wanted it so i know where my games are at instead of keeping little cards all over the place.overall its worth the price i am glad i got it protects my two hundred and fifty dollar vita well,3.0,1.0,2,RB VBD PRP IN NN VBP TO VB PRP$ RB WP FW VBD PRP MD VB CC PRP$ JJ FW VBD DT NN NN IN PRP$ NN IN CC PRP VBD IN DT NN WDT PRP VBD PRP RB VBD NNS IN DT NN DT CD VBZ PRP IN DT CC FW VBN PRP IN CD CC CD JJ NNS CC RB VBD RB CD NN CC PRP VBD VBN RP RB VB DT JJ NN FW VBP RB RB IN IN DT JJ NN VBZ IN DT NNS MD RB VB RP IN DT NNS CC NNS PRP VBZ RB DT JJ NN TO PRP VBD RB NN VBZ RB CC FW VB RB VBN IN DT JJ NN CC FW VBP PRP VBZ RB TO RB VB IN PRP WDT VBD IN JJR IN DT NN NN FW VBP RB VBN RB PRP$ NN RB DT NN NNS VBP CD NNS DT JJ NN PRP VBP RP RB PRP MD VB PRP DT JJ NN RB DT JJ NN TO VB PRP VB JJ CC RB PRP VBP RB VB NN WRB PRP VBP VBG RP DT NNS DT JJ NN VBZ RP IN PRP VBP VBN IN IN DT NNS RB DT NN NN VBZ RB JJ DT JJ NN MD VB VB RB CC DT NN PRP VBZ RB JJ CC IN PRP VBZ DT NN RB RB PRP VBZ TO NNS CC PRP$ JJ IN DT NN MD RB VB IN DT FW VBP RB VB DT NN IN DT JJ VBZ NN IN PRP VBD DT NN CC DT NNS NN VBZ DT JJ JJ JJ NN IN DT NN PRP$ RB DT JJ JJ JJ NN CC PRP VBZ CD NNS CC CD NN NNS FW RB VBD PRP RB FW VBP WRB PRP$ NNS VBP IN RB IN VBG JJ NNS DT IN DT NN PRP$ JJ DT NN FW VBP JJ FW VBD PRP VBZ PRP$ CD CD CC CD NN NN RB,332
242,good,0.0,0.0,0,JJ,1
243,fell apart quickly,1.0,0.0,0,VBD RB RB,3
244,i just purchased the new lg spirit phone from metro pcs i needed a few things to get started--and this package had it all instead purchasing a la cart for these items---this was everything i needed in a nutshell---great products for great price,1.0,0.0,2,LS RB VBD DT JJ NN NN NN IN NN NNS FW VBD DT JJ NNS TO VB VBN : CC DT NN VBD PRP DT RB VBG DT NNP NN IN DT NNS : DT VBD NN FW VBN IN DT NN : JJ NNS IN JJ NN,43
245,this case is very sturdy and lightweight i love it the slots inside hold my cards snugly and there are no issues with the clasp closing and holding very good case for an excellent price,2.0,1.0,0,DT NN VBZ RB JJ CC JJ FW VBP PRP DT NNS IN VBP PRP$ NNS RB CC EX VBP DT NNS IN DT NN NN CC VBG RB JJ NN IN DT JJ NN,35
246,this is an original blackberry replacement battery recommend purchase of this product for a replacement battery for your cell phone,1.0,0.0,0,DT VBZ DT JJ NN NN NN VB NN IN DT NN IN DT NN NN IN PRP$ NN NN,20
