,text_review,tag,bin_tag,text_pos,lemmas,num_tokens
107,the engraving was so pretty love the ring,2.0,1.0,DT NN VBD RB RB VB DT NN,the engraving be so pretty love the ring,8
108,i have used h r block software for years either online or the app been pretty happy with it works well on my mac i was less impressed last year when it said i could not e-file if i had too many self-employed business deductions i removed the extra deductions to make it work as they were minimal this year it said i could not e-file because it could not figure out how to calculate the new aca health insurance form because of some eligibility changes the last couple months of the year says look up instructions on irs website and fill out the form yourself really why did i just pay over thirty for tax software if i have to do forms myself and if i do i will not even be able to e-file,2.0,1.0,LS VBP VBN NN NN NN NN IN NNS CC NN CC DT NN VBN RB JJ IN PRP VBZ RB IN PRP$ NN FW VBD RBR JJ JJ NN WRB PRP VBD FW MD RB VB IN FW VBD RB JJ JJ NN NNS FW VBD DT JJ NNS TO VB PRP VB IN PRP VBD JJ DT NN PRP VBD FW MD RB VB IN PRP MD RB VB RP WRB TO VB DT JJ NN NN NN NN IN IN DT NN VBZ DT JJ NN NNS IN DT NN VBZ VB RP NNS IN NNS NN CC VB RP DT NN PRP RB WRB VBD FW RB VB IN CD IN NN NN IN FW VBP TO VB NNS PRP CC IN FW VBP FW MD RB RB VB JJ TO VB,i have use h r block software for year either online or the app be pretty happy with it work well on my mac i be less impressed last year when it say i could not e-file if i have too many self-employed business deduction i remove the extra deduction to make it work as they be minimal this year it say i could not e-file because it could not figure out how to calculate the new aca health insurance form because of some eligibility change the last couple month of the year say look up instruction on ir website and fill out the form yourself really why do i just pay over thirty for tax software if i have to do form myself and if i do i will not even be able to e-file,136
109,too heavy and uncomfortable the noise cancellation is marginal compared to bose if you touch the plastic shell the noise cancellation actually makes it louder greta sound if one does not want to use the noise cancel,2.0,1.0,RB JJ CC JJ DT NN NN VBZ JJ VBN TO VB IN PRP VBP DT JJ NN DT NN NN RB VBZ PRP RBR NN NN IN CD VBZ RB VB TO VB DT NN VB,too heavy and uncomfortable the noise cancellation be marginal compare to bose if you touch the plastic shell the noise cancellation actually make it louder greta sound if one do not want to use the noise cancel,37
110,product mailed on time and in a protected mail a very good point for electronic devices very cheap above all i do recommend,2.0,1.0,NN VBD IN NN CC IN DT JJ NN DT RB JJ NN IN JJ NNS RB RB IN DT FW VBP VB,product mail on time and in a protected mail a very good point for electronic device very cheap above all i do recommend,23
111,i looked at many bluetooth speakers and this one excellent sound for the size and money i highly recommend it,1.0,0.0,LS VBD IN JJ JJ NNS CC DT CD JJ NN IN DT NN CC NN FW RB VB PRP,i look at many bluetooth speaker and this one excellent sound for the size and money i highly recommend it,20
112,this cd was recommended to me on amazon because of my purchases of the locust the dillinger escape plan an albatross and daughters so i expected some really fast and intense music upon my first listen of pizza i was pretty disappointed it is not very fast aside from a few moments none of which are locust or dep-fast its poppy moments are completely pointless the drums sound quite dull the synth work is tacky and a lot of the screaming just sounds halfhearted i would not call it an emotional rollercoaster as another reviewer who happens to be in the band did i guess the synth is supposed to make them nintendocore but they really do not even achieve that very well it sounds a little like a video game but completely lacks any nintendo feeling i listened to it about a dozen more times and it began to grow on me i even found myself singing p i-z-z-a at one point around my friends its concise length probably helps fifty minutes of this would get old quick i never watched teenage mutant ninja turtles so i was not necessarily excited to hear the tnmt theme song at the end and having almost nothing to do with pizza i think the album would be stronger without it i just found it hard to get excited about this album it is a neat concept if you can call five songs that mention pizza a concept it is a little fun to tell people i am listening to horse the band but it will not even come close to touching your grindcore sweet tooth,3.0,1.0,DT NN VBD VBN TO PRP IN NN IN IN PRP$ NNS IN DT NN DT NN NN VBP DT NN CC NNS IN FW VBD DT RB JJ CC JJ NN IN PRP$ JJ VB IN NN FW VBD RB JJ PRP VBZ RB RB JJ RB IN DT JJ NNS NN IN WDT VBP NN CC JJ PRP$ NN NNS VBP RB JJ DT NNS JJ RB JJ DT NN NN VBZ JJ CC DT NN IN DT VBG RB VBZ JJ FW MD RB VB PRP DT JJ JJ IN DT NN WP VBZ TO VB IN DT NN VBD FW VBP DT NN VBZ VBN TO VB PRP RB CC PRP RB VBP RB RB VB DT RB RB PRP VBZ DT JJ IN DT NN NN CC RB VBZ DT NN NN FW VBD TO PRP IN DT NN RBR NNS CC PRP VBD TO VB IN PRP FW RB VBN PRP NN NN NN IN CD NN IN PRP$ NNS PRP$ JJ NN RB VBZ CD NNS IN DT MD VB JJ JJ FW RB VBN JJ JJ NN NNS RB FW VBD RB RB VBN TO VB DT JJ NN NN IN DT NN CC VBG RB NN TO VB IN NN FW VB DT NN MD VB JJR IN PRP FW RB VBN PRP JJ TO VB VBN IN DT NN PRP VBZ DT JJ NN IN PRP MD VB CD NNS WDT VBP NN DT NN PRP VBZ DT JJ NN TO VB NNS FW VBP VBG TO NN DT NN CC PRP MD RB RB VB RB TO VBG PRP$ NN JJ NN,this cd be recommend to I on amazon because of my purchase of the locust the dillinger escape plan a albatross and daughter so i expect some really fast and intense music upon my first listen of pizza i be pretty disappointed it be not very fast aside from a few moment none of which be locust or dep-fast its poppy moment be completely pointless the drum sound quite dull the synth work be tacky and a lot of the scream just sound halfhearted i would not call it a emotional rollercoaster as another reviewer who happen to be in the band do i guess the synth be suppose to make they nintendocore but they really do not even achieve that very well it sound a little like a video game but completely lack any nintendo feeling i listen to it about a dozen more time and it begin to grow on I i even find myself singing p i-z-z-a at one point around my friend its concise length probably help fifty minute of this would get old quick i never watch teenage mutant ninja turtle so i be not necessarily excite to hear the tnmt theme song at the end and have almost nothing to do with pizza i think the album would be stronger without it i just find it hard to get excite about this album it be a neat concept if you can call five song that mention pizza a concept it be a little fun to tell people i be listen to horse the band but it will not even come close to touch you grindcore sweet tooth,273
113,the suitcase is very light and i like that the handles are padded and located on three sides which makes it easier to get in and out of overhead bins i also liked that the front pocket had plenty of room for my seventeen laptop however i am a woman who tends to overpack and i like to push the boundaries of what is allowed to be carried onboard it is twenty-two from the wheels to the top but the front part with the legs is more like 20.5 it is not very deep and the expansion only gave another inch i purchased a twenty-one samsonite spinner from tj max eighty that actually ended up being bigger even without the expansion overall i would recommend the travelpro and i would have kept it if it had expanded a couple of more inches,3.0,1.0,DT NN VBZ RB JJ CC FW IN IN DT VBZ VBP VBN CC VBN IN CD NNS WDT VBZ PRP JJR TO VB IN CC IN IN JJ NNS FW RB VBD IN DT JJ NN VBD NN IN NN IN PRP$ CD NN RB FW VBP DT NN WP VBZ TO VB CC FW IN TO VB DT NNS IN WP VBZ VBN TO VB VBN JJ PRP VBZ CD IN DT NNS TO DT JJ CC DT JJ NN IN DT NNS VBZ JJR IN CD PRP VBZ RB RB JJ CC DT NN RB VBD DT NN FW VBD DT JJ NN NN IN NN NN NN WDT RB VBD RP VBG JJR RB IN DT NN JJ FW MD VB DT NN CC FW MD VB VBN PRP IN PRP VBD VBN DT NN IN JJR NNS,the suitcase be very light and i like that the handle be pad and locate on three side which make it easier to get in and out of overhead bin i also like that the front pocket have plenty of room for my seventeen laptop however i be a woman who tend to overpack and i like to push the boundary of what be allow to be carry onboard it be twenty-two from the wheel to the top but the front part with the leg be more like 20.5 it be not very deep and the expansion only give another inch i purchase a twenty-one samsonite spinner from tj max eighty that actually end up be bigger even without the expansion overall i would recommend the travelpro and i would have keep it if it have expand a couple of more inch,142
114,love it i have the red and it is beautiful like candy apple red have used for about three weeks super convenient to carry with just an id a few dollars and a bank card fits galaxy s5 perfect with easy access to all buttons i get lots of compliments and do recommend especially given the very reasonable price if you do pick one up be careful not to bend the back,3.0,1.0,NN PRP FW VBP DT JJ CC PRP VBZ JJ IN NN NN NN VBP VBN IN IN CD NNS JJ JJ TO VB IN RB DT NN DT JJ NNS CC DT NN NN VBZ NN NN JJ IN JJ NN TO DT NNS FW VB NNS IN NNS CC VBP VB RB VBN DT RB JJ NN IN PRP VBP VB CD RP VB JJ RB TO VB DT NN,love it i have the red and it be beautiful like candy apple red have use for about three week super convenient to carry with just a id a few dollar and a bank card fit galaxy s5 perfect with easy access to all button i get lot of compliment and do recommend especially give the very reasonable price if you do pick one up be careful not to bend the back,72
115,worked one time and that was it do not waste your money it looks like i am not the only one who has had trouble with this charger,0.0,0.0,VBD CD NN CC DT VBD PRP VB RB VB PRP$ NN PRP VBZ IN FW VBP RB DT JJ NN WP VBZ VBN NN IN DT NN,work one time and that be it do not waste you money it look like i be not the only one who have have trouble with this charger,28
116,as expected,0.0,0.0,IN VBN,as expect,2
117,garbage the speaker thatvubspeak into randomly stopped working 2wks after i got em but the ear buds work fine though,0.0,0.0,NN DT NN NN IN RB VBD VBG NNS IN FW VBD NN CC DT NN NNS VBP JJ IN,garbage the speaker thatvubspeak into randomly stop work 2wk after i get em but the ear bud work fine though,20
118,i spent days searching the internet for a convertible crib dresser set that could grow with my son without breaking the bank and i finally found this i love that it is a regular looking dresser that can double as a changing table more bang for your buck now that it is set up i have to say it surpassed my expectations and then some the color is beautiful and it is very sturdy it has drawer slides on both sides of each drawer so it runs smoothly each drawer is reinforced at the corners and the bottom everything but the drawer bottoms and the backing is solid wood i was able to assemble it by myself and the directions were very clear it took me just over an hour but that was with a power drill there are probably about one hundred screws to install so i would highly recommend using a power drill to minimize time overall i would recommend this dresser to anyone what an unbelievable buy for the price i cannot wait to get the matching crib it is much more than a children's dresser this will last my son for years to come,3.0,1.0,LS VBD NNS VBG DT NN IN DT JJ NN NN VBD DT MD VB IN PRP$ NN IN VBG DT NN CC FW RB VBN DT FW VBP IN PRP VBZ DT JJ VBG NN WDT MD VB IN DT VBG NN RBR NN IN PRP$ NN RB IN PRP VBZ VBN RP FW VBP TO VB PRP VBD PRP$ NNS CC RB DT DT NN VBZ JJ CC PRP VBZ RB JJ PRP VBZ NN NNS IN DT NNS IN DT NN IN PRP VBZ RB DT NN VBZ VBN IN DT NNS CC DT JJ NN CC DT NN NNS CC DT NN VBZ JJ NN FW VBD JJ TO VB PRP IN PRP CC DT NNS VBD RB JJ PRP VBD PRP RB IN DT NN CC DT VBD IN DT NN NN EX VBP RB IN CD CD NNS TO VB RB FW MD RB VB VBG DT NN NN TO VB NN JJ FW MD VB DT NN TO NN WDT DT JJ NN IN DT NN FW MD RB VB TO VB DT NN NN PRP VBZ RB JJR IN DT NNS POS NN DT MD VB PRP$ NN IN NNS TO VB,i spend day search the internet for a convertible crib dresser set that could grow with my son without break the bank and i finally find this i love that it be a regular look dresser that can double as a change table more bang for you buck now that it be set up i have to say it surpass my expectation and then some the color be beautiful and it be very sturdy it have drawer slide on both side of each drawer so it run smoothly each drawer be reinforce at the corner and the bottom everything but the drawer bottom and the backing be solid wood i be able to assemble it by myself and the direction be very clear it take I just over a hour but that be with a power drill there be probably about one hundred screw to install so i would highly recommend use a power drill to minimize time overall i would recommend this dresser to anyone what a unbelievable buy for the price i can not wait to get the matching crib it be much more than a child 's dresser this will last my son for year to come,198
119,i really love it and my floors finally feel clean i do not mind walking around the house now without shoes i love that i dont have to sweep then mop because does that dust pan line ever really go away and with mopping i always kinda felt like i was just pushing the dirt around my only gripe is that sometimes over simple spots on the floor that would come right up with a mop you have to go over a few times with this also sometimes mine will leave a little spot of dirty water on the floor after i have turned it off when i am done using it thats only happened twice though and i have used it a lot i actually feel like my floors are finally clean i never really felt like with mopping i was getting everything but this works great leaves the floors squeaky clean,2.0,1.0,LS RB VBP PRP CC PRP$ NNS RB VBP JJ FW VBP RB VB VBG IN DT NN RB IN NNS FW VBP IN FW FW VBP TO NN RB VB RB VBZ IN NN NN NN RB RB VB RB CC IN VBG FW RB VBP VBN IN FW VBD RB VBG DT NN IN PRP$ JJ NN VBZ IN RB IN JJ NNS IN DT NN WDT MD VB RB RP IN DT VB PRP VBP TO VB IN DT JJ NNS IN DT RB RB PRP MD VB DT JJ NN IN JJ NN IN DT NN IN FW VBP VBN PRP RP WRB FW VBP VBN VBG PRP VBZ RB VBN RB RB CC FW VBP VBN PRP DT NN FW RB VBP IN PRP$ NNS VBP RB JJ FW RB RB VBD IN IN VBG FW VBD VBG NN CC DT VBZ JJ VBZ DT NNS RB JJ,i really love it and my floor finally feel clean i do not mind walk around the house now without shoe i love that i dont have to sweep then mop because do that dust pan line ever really go away and with mop i always kinda feel like i be just push the dirt around my only gripe be that sometimes over simple spot on the floor that would come right up with a mop you have to go over a few time with this also sometimes mine will leave a little spot of dirty water on the floor after i have turn it off when i be do use it that only happen twice though and i have use it a lot i actually feel like my floor be finally clean i never really feel like with mop i be get everything but this work great leave the floor squeaky clean,153
120,"i am a fan of the switchback series usually they make changes every few years so there are a lot of slightly different models out the product description of this listing is for the previous model twenty thousand , two hundred and seventeen with four thousand , five hundred and fifteen ci capacity the model number listed twenty thousand , two hundred and ninety-six picture on top of listing only has three thousand , nine hundred and sixty ci i agree with another poster the guarantee system is flawed a mouse nibbled on one of my zippers and the representative i talked to indicated it would not be covered under the current policy if your bag is damaged even by the airlines eagle creek will fix it no questions asked",2.0,1.0,"LS VBP DT NN IN DT NN NN RB PRP VBP NNS DT JJ NNS RB EX VBP DT NN IN RB JJ NNS IN DT NN NN IN DT NN VBZ IN DT JJ NN CD CD , CD CD CC CD IN CD CD , CD CD CC CD NN NN DT NN NN VBN CD CD , CD CD CC CD NN IN NN IN VBG RB VBZ CD CD , CD CD CC CD NN FW VBP IN DT NN DT NN NN VBZ VBN DT NN VBD IN CD IN PRP$ NNS CC DT JJ FW VBD TO VBD PRP MD RB VB VBN IN DT JJ NN IN PRP$ NN VBZ VBN RB IN DT NNS VBP NN MD VB PRP DT NNS VBD","i be a fan of the switchback series usually they make change every few year so there be a lot of slightly different model out the product description of this listing be for the previous model twenty thousand , two hundred and seventeen with four thousand , five hundred and fifteen ci capacity the model number list twenty thousand , two hundred and ninety-six picture on top of list only have three thousand , nine hundred and sixty ci i agree with another poster the guarantee system be flaw a mouse nibble on one of my zipper and the representative i talk to indicate it would not be cover under the current policy if you bag be damage even by the airline eagle creek will fix it no question ask",130
121,just received the phone cover and i love it colors are as they appeared on my monitor there is a little bit of a texture to it so it is now slippery the back and front snapped together over my phone easily no problem i have a droid turbo ballistic nylon and it fits perfectly no problem at all it is like it was made for my phone item shipped quick and arrived a day earlier than promised well worth the small amount of money i paid,3.0,1.0,RB VBN DT NN NN CC FW VBP PRP NNS VBP IN PRP VBD IN PRP$ NN EX VBZ DT JJ NN IN DT NN TO PRP IN PRP VBZ RB JJ DT NN CC JJ VBN RB IN PRP$ NN RB DT NN FW VBP DT NN NN JJ NN CC PRP VBZ RB DT NN IN DT PRP VBZ IN PRP VBD VBN IN PRP$ NN NN VBN JJ CC VBD DT NN JJR IN VBN RB IN DT JJ NN IN NN FW VBN,just receive the phone cover and i love it color be as they appear on my monitor there be a little bit of a texture to it so it be now slippery the back and front snap together over my phone easily no problem i have a droid turbo ballistic nylon and it fit perfectly no problem at all it be like it be make for my phone item ship quick and arrive a day earlier than promise well worth the small amount of money i pay,87
122,not a super high front for boys,1.0,0.0,RB DT JJ JJ NN IN NNS,not a super high front for boy,7
123,it is nice for when my kids lose the other remote works well,1.0,0.0,PRP VBZ JJ IN WRB PRP$ NNS VBP DT JJ JJ NNS RB,it be nice for when my kid lose the other remote work well,13
124,just as it looks,1.0,0.0,RB IN PRP VBZ,just as it look,4
125,its a good way to get started for cheap but you will shoot at a high iso is your using this for photography they just are not bright enough also be careful with your white balance,2.0,1.0,PRP$ DT JJ NN TO VB VBN IN JJ CC PRP MD VB IN DT JJ NN VBZ PRP$ VBG DT IN NN PRP RB VBP RB JJ NN RB VB JJ IN PRP$ JJ NN,its a good way to get start for cheap but you will shoot at a high iso be you use this for photography they just be not bright enough also be careful with you white balance,36
126,i loved it definitely a must for my gyarados collection buy it if you want but i was very pleased with it,1.0,0.0,LS VBD PRP RB DT MD IN PRP$ NNS NN VB PRP IN PRP VBP CC FW VBD RB JJ IN PRP,i love it definitely a must for my gyarado collection buy it if you want but i be very pleased with it,22
127,i have been playing jewel qwests for years so far i am enjoying this one,1.0,0.0,LS VBP VBN VBG NN NNS IN NNS RB RB FW VBP VBG DT CD,i have be play jewel qwest for year so far i be enjoy this one,15
128,been playing bf2 forever on pc this was the upgrade play with my buddies online from around the u s frequently,1.0,0.0,VBN VBG NN RB IN NN DT VBD DT NN NN IN PRP$ NNS NN IN IN DT NN VBZ RB,be play bf2 forever on pc this be the upgrade play with my buddy online from around the u be frequently,21
129,cute idea bought for my three year old he tossed the small circle pieces everywhere,1.0,0.0,JJ NN VBD IN PRP$ CD NN JJ PRP VBD DT JJ NN NNS RB,cute idea buy for my three year old he toss the small circle piece everywhere,15
130,what a great app.this is a wonderful new way to doodle and have it made into a movie to see stroke by stroke,2.0,1.0,WP DT JJ NN VBZ DT JJ JJ NN TO NN CC VBP PRP VBN IN DT NN TO VB NN IN NN,what a great app.this be a wonderful new way to doodle and have it make into a movie to see stroke by stroke,23
131,beautiful measured symmetric music if you can sample it you will find out what i mean,2.0,1.0,JJ VBN JJ NN IN PRP MD NN PRP PRP MD VB RP WP FW VB,beautiful measure symmetric music if you can sample it you will find out what i mean,16
132,this app works perfectly it does every thing it says it will it does not use up a lot of battery but it saves u a lot of power and it is alwyas kepping me aware,2.0,1.0,DT NN VBZ RB PRP VBZ DT NN PRP VBZ PRP MD PRP VBZ RB VB RP DT NN IN NN CC PRP VBZ FW DT NN IN NN CC PRP VBZ JJ NN PRP JJ,this app work perfectly it do every thing it say it will it do not use up a lot of battery but it save u a lot of power and it be alwyas kepping I aware,36
133,my ten year old daughter got the magic kit from santa and she loves it but the card box was broken in only two days i contacted jim and he replaced it in two days it is amazing my daughter is very happy with the new box because it is one of her favorite magic and she can do it again some of the magic are difficult but my six year old daughter enjoy doing magic too,2.0,1.0,PRP$ CD NN JJ NN VBD DT JJ NN IN NN CC PRP VBZ PRP CC DT NN NN VBD VBN RP RB CD NNS FW VBN NN CC PRP VBD PRP IN CD NNS PRP VBZ JJ PRP$ NN VBZ RB JJ IN DT JJ NN IN PRP VBZ CD IN PRP$ JJ NN CC PRP MD VB PRP RB DT IN DT NN VBP JJ CC PRP$ CD NN JJ NN VB VBG JJ RB,my ten year old daughter get the magic kit from santa and she love it but the card box be break in only two day i contact jim and he replace it in two day it be amazing my daughter be very happy with the new box because it be one of she favorite magic and she can do it again some of the magic be difficult but my six year old daughter enjoy do magic too,77
134,one could not go wrong for the price i got two batteries and charger for what one would pay for just a battery batteries work perfectly with my sony camera,2.0,1.0,PRP MD RB VB JJ IN DT NN FW VBD CD NNS CC NN IN WP PRP MD VB IN RB DT NN NNS VBP RB IN PRP$ JJ NN,one could not go wrong for the price i get two battery and charger for what one would pay for just a battery battery work perfectly with my sony camera,30
135,not leather and it is way to big also after you have it on your belt and it moves around a little it breaks the loop that holds it on your belt not good peace of sh,0.0,0.0,RB NN CC PRP VBZ NN TO JJ RB IN PRP VBP PRP IN PRP$ NN CC PRP VBZ IN DT JJ PRP VBZ DT NN WDT VBZ PRP IN PRP$ NN RB JJ NN IN NN,not leather and it be way to big also after you have it on you belt and it move around a little it break the loop that hold it on you belt not good peace of sh,37
136,we just love this thing my daughter sleeps through the night starting very early using the swaddle however while i can do it using just a blanket alone my squirmy wiggly baby girl would get loose and end up startling herself but the velcro on this is really good even after being washed multiple times plus it has a whole to use this in the car seat which is awesome only reason i will be stop using this one is she is growing too big so we are waiting for the wrapsack to come highly recommended,3.0,1.0,PRP RB VBP DT NN PRP$ NN VBZ IN DT NN VBG RB RB VBG DT NN RB IN FW MD VB PRP VBG RB DT NN RB PRP$ JJ JJ NN NN MD VB JJ CC VB RP JJ PRP CC DT NN IN DT VBZ RB JJ RB IN VBG VBN JJ NNS CC PRP VBZ DT JJ TO VB DT IN DT NN NN WDT VBZ JJ RB NN FW MD VB VB VBG DT CD VBZ PRP VBZ VBG RB JJ IN PRP VBP VBG IN DT NN TO VB RB VBN,we just love this thing my daughter sleep through the night start very early use the swaddle however while i can do it use just a blanket alone my squirmy wiggly baby girl would get loose and end up startling herself but the velcro on this be really good even after be wash multiple time plus it have a whole to use this in the car seat which be awesome only reason i will be stop use this one be she be grow too big so we be wait for the wrapsack to come highly recommend,96
137,i just purchased the new lg spirit phone from metro pcs i needed a few things to get started--and this package had it all instead purchasing a la cart for these items---this was everything i needed in a nutshell---great products for great price,1.0,0.0,LS RB VBD DT JJ NN NN NN IN NN NNS FW VBD DT JJ NNS TO VB VBN : CC DT NN VBD PRP DT RB VBG DT NNP NN IN DT NNS : DT VBD NN FW VBN IN DT NN : JJ NNS IN JJ NN,i just purchase the new lg spirit phone from metro pc i need a few thing to get start -- and this package have it all instead purchase a la cart for these item -- this be everything i need in a nutshell -- great product for great price,43
138,super sound from such a small speaker i love bose products and this has certainly not disappointed i do not see how you can go wrong with this speaker,2.0,1.0,JJ NN IN JJ DT JJ NN FW NN NN NNS CC DT VBZ RB RB JJ FW VBP RB VB WRB PRP MD VB JJ IN DT NN,super sound from such a small speaker i love bose product and this have certainly not disappointed i do not see how you can go wrong with this speaker,29
139,i received the case but the case is cheap does not fit my phone and i never received the usb cord poor shipping package was crushed and to small for case it was just crammed into the package i am not happy i expected this to be what was described but and receive everything that is stated but nope received nothing but a case that dont even fit my phone poor poor poor,0.0,0.0,LS VBD DT NN CC DT NN VBZ JJ VBZ RB VB PRP$ NN CC FW RB VBD DT NN NN JJ NN NN VBD JJ CC TO JJ IN NN PRP VBD RB VBN IN DT NN FW VBP RB JJ FW VBN DT TO VB WP VBD VBN CC CC VB NN WDT VBZ VBN CC RB VBD NN CC DT NN WDT VBP RB VB PRP$ NN JJ JJ JJ,i receive the case but the case be cheap do not fit my phone and i never receive the usb cord poor shipping package be crushed and to small for case it be just cram into the package i be not happy i expect this to be what be describe but and receive everything that be state but nope receive nothing but a case that dont even fit my phone poor poor poor,73
140,i would have easily given this play food set five stars but for two details that bothered me with the wooden serving tray the first is that it is pictured both on amazon and on the box it came in as being solid wood it is not the bottom of the try is mdf that said it may be mdf created with e zero glues as i can detect absolutely no formaldehyde odor from it and i have a nose for vocs often much to my dismay the second detail is that there was a sharp shard of wood which had splintered up on the edge of the tray we glued it down with some elmer's time will tell if that holds it or if we will have to disfigure the tray by removing it and sanding it down however now that i have gotten those relatively minor gripes out of the way the rest of the set is pretty fantastic there are two main courses a veggie burger and a fish we are vegetarians so this is more food for the girls cats and bears and so forth which is something they really desired i might add both pieces cut into six and seven pieces respectively they are quite easy to cut and unlike many velcro-attached play foods the velcro is inlaid allowing the pieces to be flush with one another thus when the items are put together they look like whole solid pieces and do not just fall apart the veggie burger is finished with a durable chip-resistant matte paint stain and has grill imprints on one side the fish is unfinished wood and has grill imprints as well both are lovely the veggie burger can be adorned with a pat of butter the fish with a small slice of lemon these are not velcro attached the side dishes include four each of green beans fries and carrots these are are simple and easily-recognizable the fork and knife are natural wood with blue-stained handles and seem quite durable there is also an attractive thin cardboard insert with a lettuce bed and a few tomato slices which jazzes up the not-as-attractive-as-advertised mdf-bottomed serving tray sadly i am not convinced this piece will last very long as it is just too bendy but i suppose it would be easy enough to make your own variation to replace it the scale of the food is almost relative to our haba erzi and plan toys play food collection probably a wee bit larger but a wee bit smaller than something like melissa and doug nonetheless i could see it pleasing fans of both it does have the distinctive advantage over melissa and doug of no reeking of formaldehyde and other mystery chemicals and claims to have been processed in an ecologically sustainable and socially responsible manner bottom line no doubt i would buy this again save for the tray this set is beautifully crafted and very high quality it will last and last it is got a fantastic array of play stuff for an unusually fair price oh and my five-year old daughter played with it for two hours after it arrived today so it is got her seal of approval,3.0,1.0,LS MD VB RB VBN DT NN NN VBD CD NNS CC IN CD NNS WDT VBD PRP IN DT JJ VBG NN DT JJ VBZ IN PRP VBZ VBN DT IN NN CC IN DT NN PRP VBD IN IN VBG JJ NN PRP VBZ RB DT NN IN DT NN VBZ NN WDT VBD PRP MD VB JJ VBN IN SYM CD NNS IN FW MD VB RB DT NN NN IN PRP CC FW VBP DT NN IN NNS RB JJ TO PRP$ NN DT JJ NN VBZ IN EX VBD DT JJ NN IN NN WDT VBD JJ RP IN DT NN IN DT NN PRP VBD PRP RP IN DT NN POS NN MD VB IN DT VBZ PRP CC IN PRP MD VB TO VB DT NN IN VBG PRP CC VBG PRP RP RB RB IN FW VBP VBN DT RB JJ NNS IN IN DT NN DT NN IN DT NN VBZ RB JJ EX VBP CD JJ NNS DT JJ NN CC DT NN PRP VBP NNS RB DT VBZ RBR NN IN DT NNS NNS CC NNS CC RB RB WDT VBZ NN PRP RB VBD FW MD VB DT NNS VBD IN CD CC CD NNS RB PRP VBP RB JJ TO VB CC IN JJ JJ NN NNS DT NN VBZ VBN VBG DT NNS TO VB JJ IN CD DT RB WRB DT NNS VBP VBN RB PRP VBP IN JJ JJ NNS CC VBP RB RB VB RB DT JJ NN VBZ VBN IN DT JJ JJ NN NN VB CC VBZ NN NNS IN CD NN DT NN VBZ JJ NN CC VBZ NN NNS RB RB DT VBP JJ DT JJ NN MD VB VBN IN DT NN IN NN DT NN IN DT JJ NN IN JJ DT VBP RB VB VBN DT NN NNS VBP CD DT IN JJ NNS NNS CC NNS DT VBP VBP JJ CC JJ DT NN CC NN VBP JJ NN IN JJ VBZ CC VBP RB JJ EX VBZ RB DT JJ JJ NN NN IN DT NN NN CC DT JJ NN NNS WDT VBZ RP DT JJ JJ VBG NN RB FW VBP RB VBN DT NN MD VB RB RB IN PRP VBZ RB RB JJ CC FW VB PRP MD VB JJ JJ TO VB PRP$ JJ NN TO VB PRP DT NN IN DT NN VBZ RB JJ TO PRP$ NN NN CC NN NNS VBP NN NN RB DT NN NN JJR CC DT NN RB JJR IN NN IN NN CC NN RB FW MD VB PRP VBG NNS IN CC PRP VBZ VB DT JJ NN IN NN CC NN IN DT NN IN NN CC JJ NN NNS CC NNS TO VB VBN VBN IN DT RB JJ CC RB JJ NN NN NN DT NN FW MD VB DT RB VB IN DT NN DT NN VBZ RB VBN CC RB JJ NN PRP MD VB CC VB PRP VBZ VBD DT JJ NN IN NN NN IN DT RB JJ NN UH CC PRP$ JJ JJ NN VBN IN PRP IN CD NNS IN PRP VBD NN IN PRP VBZ VBD PRP$ NN IN NN,i would have easily give this play food set five star but for two detail that bother I with the wooden serve tray the first be that it be picture both on amazon and on the box it come in as be solid wood it be not the bottom of the try be mdf that say it may be mdf create with e zero glue as i can detect absolutely no formaldehyde odor from it and i have a nose for voc often much to my dismay the second detail be that there be a sharp shard of wood which have splintered up on the edge of the tray we glue it down with some elmer 's time will tell if that hold it or if we will have to disfigure the tray by remove it and sand it down however now that i have get those relatively minor gripe out of the way the rest of the set be pretty fantastic there be two main course a veggie burger and a fish we be vegetarian so this be more food for the girl cat and bear and so forth which be something they really desire i might add both piece cut into six and seven piece respectively they be quite easy to cut and unlike many velcro-attached play food the velcro be inlay allow the piece to be flush with one another thus when the item be put together they look like whole solid piece and do not just fall apart the veggie burger be finish with a durable chip-resistant matte paint stain and have grill imprint on one side the fish be unfinished wood and have grill imprint as well both be lovely the veggie burger can be adorn with a pat of butter the fish with a small slice of lemon these be not velcro attach the side dish include four each of green bean fries and carrot these be be simple and easily-recognizable the fork and knife be natural wood with blue-stained handle and seem quite durable there be also a attractive thin cardboard insert with a lettuce bed and a few tomato slice which jazz up the not-as-attractive-as-advertised mdf-bottomed serve tray sadly i be not convince this piece will last very long as it be just too bendy but i suppose it would be easy enough to make you own variation to replace it the scale of the food be almost relative to we haba erzi and plan toy play food collection probably a wee bit larger but a wee bit smaller than something like melissa and doug nonetheless i could see it please fan of both it do have the distinctive advantage over melissa and doug of no reeking of formaldehyde and other mystery chemical and claim to have be process in a ecologically sustainable and socially responsible manner bottom line no doubt i would buy this again save for the tray this set be beautifully craft and very high quality it will last and last it be get a fantastic array of play stuff for a unusually fair price oh and my five-year old daughter play with it for two hour after it arrive today so it be get she seal of approval,539
